,date,score,contents,
?곸뼱,Jan-17,2,"Come to Vietnam for fake European remake? We were with family from Vietnam that wanted to visit Ba Na hills what a mistake. first of all do check the weather forecast, on the day we wnet it was already raining and when we got to the top of the mountain, it was a full scale wind and rain storm. Of course the staff was not going to tell you that when you buy the tickets and the rain parkas they were selling too. .marked up of course. Everything was over priced and was expected very ""cheesy"".",
?곸뼱,Feb-17,2,"Cable car ride is awesome on a clear day but give the rest a miss!! We did a tour to Ba Na Hills which certainly did not describe a ""fake"" french village and wax museum and kids games!! Not a day out in the countryside travelling through local villages like we thought. We went on the day after Lunar New Years day and it was really busy but at least it was clear. Don't get me wrong the cable car ride and view is awesome but unless you are into theme park types of amusements and non genuine buildings it is really not somewhere I would recommend for adults. Obviously kids will enjoy it and it looks like the place will eventually have a full scale theme park nearby. The gardens are quite nice, the ""french"" wine cellar only sells cheap South Australian cask wine there is nothing local about the wine here!! Everything is on quite a steep hill so even though some of the views are great when it is clear there are quite steep pathways and lots and lots of steps so not ideal for the elderly or those who find steps a challenge. This is one place in Vietnam where we will not be back. Do the cable car up and back but don't stay!!",
?곸뼱,Feb-17,1,"Disappointment You go through the jungle, beautiful cascades with a telepheric and then you arrive to the top where is standing a fake medieval French city. There you find only a lot of fake commerces (a pizzeria called Brasserie, a cinema/bakery selling souvenirs, wine shop selling clothes...). The food is poor quality and expensive. The group of dancers wearing Renaissance clothes are dancing modern song (too loud!) with a group of musicians (good by the way, but play only few songs) all coming from Russia. What a waste to have destroyed a so beautiful natural site for this!!!",
?곸뼱,Feb-17,1,"Unlucky boy ! I'm now in Bana hills , it's really bad in rainy days, not recommended at all in rainy days believe me u will regret as I'm regretting now! Wasting money and time...",
?곸뼱,Jan-17,2,"Far below expectation Visiting Ba Na Hills is very weather-dependent as you could barely enjoy exploring the European-style resort amid rain and fog. The admission fee, VND 600,000 for an adult, is not cheap compared to the CPI in the country. The resort has an indoor amusement park which could allow you to spend 2 hours to play around. The restaurants here, as many travelers had said, are unreasonably priced for the reason of 5% VAT and 10 % service charge being applied to the bill. But, I didn't see any service worth 10% service charge as my glass was kept empty after I paid the bill.  To be fair, it should have been a good attraction in Da Nang experiencing the French colonial architecture if the weather allows.  I don't recommend travelers to come to this place but save the money on the other attractions and restaurants to explore more local taste of Vietnamese culture.",
?곸뼱,Jan-17,2,"Great cable cars. We booked a tour to the ba na hills. Our guide took us to the mountains. First we rode the cable cars for 15 minutes with another family then we rode another one for 3 minutes. The view was stunning. There were streams and brooks and pools of water. Also high trees and huge ferns. If you like cable car rides and mountain views this is the place for you. Then we went to the park to ride the rides. The rides were all indoors and were not as great as we expected--video games, gun shooting games and such. The best ride, in our option was a ride that spun around and went up and down dangerously. It was great but short and it didn't go too high. We wanted to go the flower garden but it was too rainy and misty (we suspect it is this rainy every winter) and after the rides and the buffet (big but not many foods to choose from.) we went home riding the 15 minute cable car. It wasn't as great as we expected.",
?곸뼱,Jan-17,2,"a LOT of money for such a mediocre day So to start off it's 600,000d per person. This gets you the cable car, admission to 2/3's of the park and a free buffet lunch. The cable car goes about half way up. Where you straight away pay an additional 70,000d per person to go on the funicular up to a flower garden, that includes a maze, a big Buddha and a wine cellar. That area can be done in 1 hour. funicular back down and 2nd cable car to the top. Quite a old town french feel to the castles which are quite cool to see, however thats it. You then have your buffet which is Vietnamese style, which i usually enjoy however you could tell the food has been sat there for a long period. We headed to the wax works which was a further 100,000d per person, quite a poor representation of most celebrities, they have about 30 in total and most rubbish. Johnny Depp is especially bad. The amusements are where you will spend your remaining time, as there is nothing to do up top other than eat in a few cafes. Then head back down in a cable car straight to the bottom. Could be enjoyable if you're older or really easily entertained. But be advised its 770,000d per person in total, and Vietnam has a lot better parks to offer north or south of here.",
?곸뼱,Dec-16,2,"Ba Na mountains Let me get straight to the point and say that Ba Na mountain was quite a let down. The entry prices are very expensive compared to other recreational activities in Da Nang and you have to pay seperately for almost any activity(cable car, train). The buddhist temples on top of the mountain were really pretty though and the arcade was quite enjoyable.",
?곸뼱,Nov-16,2,"I can't see anything, I'm cold and wet. Are we having fun yet ? OK, I kind of get why people would want to ascend a mountain and get away from the heat of the plains BUT !  When this place is shrouded in cloud it's no fun at all and the only place to hide is the tacky amusement centre so I strongly recommend you check the weather forecast first before travelling all the way to Ba Na Hills.",
?곸뼱,Nov-16,1,Don't waste your time Don't waste your time. Total tourist trap. Poor replication of a mini Disneyland. Buffet offered by Ba Na Hill tour company was terrible with people lined up four deep fighting to get to the food.,
?곸뼱,Nov-16,1,"A Vietnamese billionaires version of Disneyland... If you have every been to Disney land, then you can pass on the 600,000 Dong is costs to go here.  Aside from being the longest continuous cable car in the world, (a record set in 2009), there is really nothing to see here.  If you are lucky and have great weather the view can be special, but if the weather is raining before you get in the cable car the top of the mountain will be miserable, slippery, windy, cold and wet.  Wait for a sunny day if you must go and don't forget your rain gear just in case.",
?곸뼱,Jul-16,2,"The cable car was the only saving grace The cable car had magnificent views but we made the mistake of staying overnight here. If you have to come, just stay for the day - you could really punch out all that is to know of this place in a day. It is mock ""medieval"" village charm wears off 3 minutes after you alight from the cable car. As with most of Vietnam though, the staff were amazing and helpful and they made our side trip enjoyable.",
?곸뼱,Oct-16,2,"Was wet & cloudy with ordinary amusement park We went on our last day and straight to airport afterwards, so that worked well. We didn't get hot and sweaty. Gondola was great - but was wet and cloudy so views weren't great. We didn't see much at the top because of rain. Looked ok, just a weird having a French replica village on the mountain. No one could tell me where the outdoor roller coaster was, couldn't find it (was probably shut with weather anyway). Russian outdoor restaurant had good BBQ. Rides were ordinary but kids amused themselves - it's a big indoor amusement park 3 or 4 floors. I'd hate to be there when it's busy! Allow enough time to get down queue at end of the day. We had to queue for 45min and it looked like no one was there!",
?곸뼱,Oct-16,2,"Beautiful scenery spoilt by the kitsch theme park at the top Visited Ba Na Hills on a wet and foggy day. Though the rain was disappointing, it was actually not the worst thing about our visit. The cable-car ride was spectacular, despite the rain and fog, we were still able to get a feel for the majestic beauty of the mountain. The cable-car ride takes roughly 15 or 20 minutes and is broken up into two separate trips up, and a single uninterrupted return trip. Unfortunately, this was the best part of our visit. We took refuge in the wine cellar which was restored, but not to it's former glory. As with most of the man made attractions on Ba Na, it was cheesy and unauthentic. The garden was nice and on a clear day, I could imagine this would offer the most spectacular views. From there, we made it to the summit for lunch along with what looked like every other tourist on mountain. The summit is where, for some reason, someone felt it necessary to build a kitch replica of a European town out of plastic. A buffet was served in large hall where staff would periodically refresh the toughs of food. We felt very much like cattle. During lunch, the power went out twice. To complete the experience, we visited the fantasy fun park. Given that it was raining outside, we didn't mind this so much. Our daughter was had fun running the lower level toddler area. Unfortunately, they only allow one adult into the area per child, so my wife had to wait outside this toddler area by herself. My advice, pick a clear day, ride the cable-cars and go home.",
?곸뼱,Oct-16,2,Nothing special really... 5km cable car world longest... Honestly... Nothing really special and not worth to go... Don't waste your time.,
?곸뼱,Oct-16,2,All new built and over priced. If u wanna c some historical stuff... Don't go there. All are rebuilt in the last couple of years. Is really not much there to c and definitely not worth the price,
?곸뼱,Sep-16,2,"Wouldn't bother A French inspired, recently constucted, tacky and over priced location. The cable car was the only thing worth doing there, the rest reeked of a trashy imitation village of Europe.",
?곸뼱,Sep-16,2,"Pickpockets galore - watch out! Lots and lots of pickpockets, be very wary, they target foreigners in groups. If it wasn't for that the place is nice and the gardens are lovely.",
?곸뼱,Aug-16,2,"Very disappointing Ba Na Hills is a disappointing trip for Western tourists. The cable car element is good, but it takes you to a rather strange fake French styled village with a very unimpressive amusement park. I would not recommend this trip.",
?곸뼱,Aug-16,2,"Expensive waste of time ! Other than the cable car and views, there is nothing positive to say about this place. I have seen some compare it to disney. It is NOT disney or have any of the rides that Disney has.  There are a number of imitation French buildings and numerous restaurants offering porr food and service.  It's about 45 mins from centre of Danang and 70 mins from Hoi An.  i didn't witness the queues but it was geared up for some very long queues with many barriers in place to marshal people in queues, especially for the cable car.  Very poor value.",
?곸뼱,Aug-16,1,Fake French village on a hill?! Where to start?! All in all a complete desaster. Very overpriced (600.000 VND p.P.) copy of Paris's Disneyland...  Initially we thought we would get to see an old Vietnamese Village - haha... :( But didn't do our research very well. Since we ended up in some crazy fake world packed with chinese tourists groups who obviously enjoyed themselves. Taking selfies infront of fake French buildings like Notre Dam. Just ridiculous.  We skipped the amusement park in the underground and just went straight back down.  However cable ride was quite ok as we had a good view.  Only recommendable for Chinese tourist groups... Don't waste your time!,
?곸뼱,Sep-15,1,Tourist trap A few things to see. Nice cable car ride. Generally not much exciting here. Careful using ATM's. There was one rigged here which stole my card number. Within days my card was being used simultaneously in 12 places throughout Vietnam!! This is a dangerous scam in many countries now. Check that you only use BANK ATMS at banks and not those at convenience locations such as resorts. Check the card entry slot to make sure it is no a 'mock-up' or artificial overlay.,
?곸뼱,Aug-16,2,"Hot box Man, Vietnam is a hot place , so staying inside a cable car for 20mins with a bunch of Chinese tourists is the pits! Recommend bring water and a hand fan to keep you cool. Views are pretty cool though",
?곸뼱,Jul-16,2,"Too touristy and crowded, but a nice view Went late morning on a week day. If you absolutely hate the heat and humidity of Danang, the top of the mountains offer a nice cool reprieve. The view was beautiful going up the cable car, but was NOT worth the admission price. The resort at the top is highly over rated and solely for tourists (minimal historical or cultural value, spent our hour up there dodging the heaps of tourists taking photos).",
?곸뼱,Aug-15,2,A real shame To have transformed this serene mountain top resort into the circus it is now. Only worth it for the ride up the cable car.,
?곸뼱,Jul-16,2,"The cable car is the only decent thing about ba na hills Don't waste your time or money here. Yes the cable car is good but the people here are the rudest I've met in the world. We couldn't get a drink as the young girl wouldn't serve us but kept serving people around us. The patrons of this place are so rude, they push and shove you, there wasn't too many western people there so perhaps they don't want us there. Don't waste your time it's awful",
?곸뼱,Jun-16,2,"The place is beautiful, but so noisy and unpolied It was one of our planned must see place regardless of other bad comment. We regretted now with that decision. The best part for us is the cable ride. It is a longest single-cable in the world. However, it was so crowded and noisy. You would expect a French style village on the hill will give a peaceful quiet space. It is an opposite, people talking so loud, pushing, and so disordering.  Disappointed and sigh!  Jack",
?곸뼱,Jun-16,2,Once is enough Spent a lot of time waiting and queuing for the cable car up to Ba Na hill. Way too crowded and noisy. Spoiled the tranquility of the hill. Will not visit again.,
?곸뼱,Jun-16,1,"Overloaded My family decided to go there because the place is very well -known, Thoroughly It was very good advertising, But It would not what we are expecting, too crowded, noisy, difficult to get a little space, long queue waiting people, NOT RECOMMENDED AT ALL",
?곸뼱,Jun-16,1,"Boring, unprofessional service! It was a disaster for us! 2 hours queuing and waiting to board on cable car, and once we left the cable station, thousands people was flooding Ba Na. Such a terrible experience for my family. So tired! We will never ever go back Ba Na Hills!!!!",
?곸뼱,May-16,1,"Overpriced, Long Lines, lots of people, but amazing view We went here to ride the cable car and see the flower garden. The problem is to ride the cable car you have to buy admission to the amusement park which is around $30us plus another cheap ticket for the train to the flower garden. Anyway the flower garden was nice, the cable car was not impressive. It's basically same thing as taking a gondola at vail or Breckinridge skiing except people treat it as an attraction here and transportation at a ski resort. We did venture to the top where the amusement park is just because we already paid for it. Walked around for 15 minutes and headed for the gate. It was jam packed, and very loud music was playing. I could see it being fun for small children to make a day out of but not so much for adults.",
?곸뼱,May-16,2,VERY crowded and too turisty! Went there on a tour which was a waste of money and time. It's always slower going in a big group and the guide didn't really tell anything about the place or showed us around.  I went there on a Sunday - DON'T do it!! It was super crowded and most asian people are really pushy. Waited in line for 90 min. to get on the cable cars to go up!  The mountain is beautiful but it's very commercial which is a shame.  Would not recommend!,
?곸뼱,May-16,1,"If you want to waste your time, pls go there It is a kind of imitation village. If you want to spend your time and money without value for some lunch in fake europe, why not. If you are normal, dont go there",
?곸뼱,May-16,2,"Overpriced and super touristy We went there because my boyfriend though it could be fun but he also admitted we should have done more research before. It is the world's highest and longest cable car line and I can't remember the prices I've paid for this service in Europe before but I think this is an expensive one (600.000d). Anyway, it's a very nice journey up to the village so if you are not on a low budget you should give it a try. The old town could be nice, but they just began to rebuilt it I guess and they are turning it to a very fancy, freak adult disneyland. There are some nice walks around there though but if I will think about this trip in future, all of the negative labels which tourism means for me will come to mind.",
?곸뼱,Apr-16,2,"It's worth a try... For those who have never visit it, yes try it once. Just couple of french style buildings and outdated rides...The park itself was nothing too special, however, the ride up there was extraordinary.",
?곸뼱,Jul-15,1,Meh Lovely views on the cart up. but when there you are greeted by fake old buildings and plastic flowers. One of the worst places to visit in Da Nang.,
?곸뼱,Jan-16,1,"BOYCOTT BA NA HILLS - Double Standards When will this country learn...and mature as a tourist destination? There should be no local and tourist price! Full stop! There should be an entrance fee for adult and children and people of different nationalities, race or skin colour should not be penalized! Shame on you Ba Na Hills.",
?곸뼱,Mar-16,1,very nice place and beautiful to visit beautiful place if i have time i will visit here again when u were there it seam like you are in a novel castle they are nice decorated,
?곸뼱,Feb-16,2,"Tourist trap, fake village, only the cable car ride is worth it The cable car, one of the highest/longest in the world, it very nice. However, after that, things go downhill quite rapidly. The village is a fake French village, including fake castles etc. And a gallery with games (videogames, rides etc). This is not really Vietnamese, but just a (badly) themed amusement park. Would not recommend it to be honest.  It's a bit too touristy and too kitschy.",
?곸뼱,Feb-16,2,"Unorganised Chaos I stayed at a Ba Na Hills resort in February and encountered many problems. I wrote to customer service on my return but as no bothered to respond I am posting for advice?? I completed the web site on line booking form but when no one contacted me I sent a direct email. Again no one replied so we then called directly to the sales manager She then sent details of available rooms and rates and I requested a standard king room rate My credit card was charged twice this amount and when I queried this she had booked us a superior room without checking with me as now due to slow reply there was no double standard available I had requested. She said a standard twin room would be booked with the beds pulled together. I had to several emails/calls to resolve this and felt poor communication many times. On arrival we waited in the car park to be collected with our heavy bags but no one came and had to walk to reception desk 1. After checking in at the ground reception we went up the lift to reception number 2, then up another lift to the cable car but had to return to reception no 2 as they didn?셳 inform us we had to purchase the lift pass beforehand. I was also not able to charge this to my room booking. We then arrived at the resort and had to deal with 2 more different reception desks before finally getting a room key. In the room the twin beds had not been moved together. The TV remote did not work. There was no English TV channels. Wi-Fi kept logging me out and was poor signal when it did log in. Although this is only 3 star I would have expected a cleaner, better shower. The swimming pool, as stated in the sales manager?셲 email was not yet open. At dinner that evening we couldn?셳 charge to the room even though this all part of one resort. I appreciate this was during Lunar holidays but at breakfast there was a shortage of food and cutlery. On our departure we asked for our bags to be delivered to ground reception so we could visit De bay station. After much confusion we were assured they would be waiting for us at ground level. This did not happen and we had to wait for them to carried down by golf cart. Making us late for planned departure.  The resort has much potential and great landscaping but I will not be recommending Ba Na Hills in its present state. It may be less hassle if you travel with a tour company but we are independent travellers not sheep, Or just go for the day trip.",
?곸뼱,Feb-16,2,Not worth for money I was impressed by marvelous views and its weaty but sooner desperate its poor quality and overpriced.,
?곸뼱,Feb-16,2,"The only things worth this trip is the cable car The cable car is the only and man wow attraction here, and fro there on theres only disappointment. This place may be a really hit for the local because they rarely attend other attractions outside Vietnam. But if u r a tourist coming here I guarantee you will get disappointed when arriving on the top of the hill. The french architecture is quite nice but thats all. The food is really overprice (Im saying soo Even im from norway and we all know how much dinner out cost in norway ) its okay that food is overpriced sometimes if its good but up here in Ba Na, the food is bad and looks really undelicated and some what a bit dry and maybe expired. ? I dont know but recommend you to save your money for going other places instead... if u r not really keen on cable cars",
?곸뼱,Apr-15,1,"Not a place you go to eat. View good, food bad. The restaurant is not good at all. Service is even worse. Not a place you go to enjoy dinner or lunch but the view is beautiful.",
?곸뼱,Jan-16,2,"If you want authentic, this ain't for you. Shame to put such an ugly thing in a beautiful place. If you're on vacation with family especially kids, and want an afternoon of safe clean fun, then this is the spot for you.  The ride up the tram was wonderful, you get to see all the beautiful nature and mountains. But, if you're a nature enthusiast, thats where the fun ends. Bana is a very kitschy place where everything is fake. Know what you're getting into. If you're from the states, its basically a renaissance festival meets county fair stuck ontop a mountain.  Pros: Nature, clean, go see the temple, family friendly, tram ride Cons: Fake, tourist-trappy, costs a pretty penny to get to and get from  OH, one last thing. If you want a decent themepark that doesn't cost you millions, hit up the Asia Park in Danang. Its equally as clean, family friendly, and rides are bigger and more fun and its more affordable for larger groups.",
?곸뼱,Jan-16,2,"Not an interesting place. If you are a foreigner, you may not want to come this hill. It lacks original characteristic. Full of ugly man-made stuff, and its building is such a disaster. They create a ""European French"" style just to attract the tourist. This place is so much better in the past without the touch of human beings.",
?곸뼱,Jan-16,2,"Artificial 5 stars for the view. As everyone has mentioned, the views on the cable car is wonderful. The rest is just plain weird weird WEIRD! What's the purpose of an artificial French town? Why is there a GAME ARCADE up on a beautiful mountain ?",
?곸뼱,Dec-15,2,"Don't go if you've been to Europe The trip in the cable car it self is ok as you can see the nice jungle below you, butas soon as you arrive at a theme park you just wanna go home again. French looking buildings (really look fake) and some other silly stuff. 550.000 VMD is too much for this trip - but maybe we Europeans are spoiled with greater cable cars in The Alps.",
?곸뼱,Dec-15,2,"No nature up there When it comes to be called ""hills"", we thought it was a trip get us back to nature with breathtaking sunset, and fresh air, and outdoor camping. But no, tall buildings and resorts and entertainment center were built. Streets were covered with asphalt. We did not even have a chance to get into the jungle to see waterfall, i also doubt there is no animal that can survive whose habitats are used to build more facilities. We got there around 11am and were so disappointed, so left after 4 hours walking around to find if there was anything to visit.",
?곸뼱,Nov-15,1,"Not worth the money The place for photo shoots only. Everything's beautiful but they seemed fake @@ for the next trip to Danang, i never come back there",
?곸뼱,Nov-15,1,"Go on a really really good weather. I've wasted 1,000,000 VND or roughly 65 AUD. Going up the cable car you could see nothing because of the fog. Upon reaching the top you could see nothing because of the fog. It's cold, & windy.  I wanted to take photos about & around because it's high up but....  I stayed in the amusement centre to keep warm. I attempted to go & explore the outside but just a few metres you could not see the buildings. I'm back inside the amusement centre having coffee & waiting for my for guide & lunch.  I tried to see the positive side of this experience but it's just dampened. It's partly my fault as I relied on Hoi An weather which was good the previous couple of days.  Note to myself.... listen to other travellers' advice. Skip Central Vietnam at this time of the year.  If you're here do not go!",
?곸뼱,Nov-15,1,"Only good thing was the cable car I find it so hard to describe this place. Visited in November, was excited as I'd never been on a cable car before, but I have to say that's the only thing I enjoyed. The views were amazing. Most things were closed at the top or under renovation. Couldn't grab a coffee to go unless we went into a restaurant to eat. The 'free', amusement arcade compared to European standards is a bit of a joke. Although I did relive my youth a bit on the bumper cars. For what it is, it's too expensive, I would have gladly came straight back down after going up, only for we weren't getting collected for a few hours after.",
?곸뼱,Oct-15,2,"A fake world created to rip you off The cable car ride up the hill is very nice and probably the best reason to come to Ba Na Hills in the first place.  The rest of site looks a lot more impressive online than in real life. Half of the site is still under construction. You'll hear construction noise everywhere.  The entrance fee is pretty high (550000 VND), but does not include everything. They try to make you pay again for several attractions, e.g. the flower garden and the wax museum. If you go here, bring your own food. The few restaurants and cafes make use of their monopoly and charge you exorbitant prices.",
?곸뼱,Oct-15,1,"Awful, commercialized. We went to Ba Na in search of trekking and were horribly disappointed. The information on TA wasn't conclusive so we risked it and paid the price.  Ba Na Hills is now a commercialized Vietnamese Disneyland with no rides and a $25 cable car ride. You can't hike or walk anywhere.",
?곸뼱,Oct-15,1,Dont bother No worth the money. It looks good....but theres nothing to do once you get there. Great if you like hundreds of annoying Chinese tourists. Dont bother. Go somewhere good,
?곸뼱,Oct-15,2,"Why speeding that much? It is to expensive for 500k entrance fee and you still have to pay for games, food. I dont found the view is the pros as its too high so you are surrounded by fog. Why go to France's ancient town in Vietnam? And the food is really expensive. I would come back in the next 5 years.",
?곸뼱,Aug-15,2,"So disappointed! I was said it is a French village... maybe, but of the Middle Age!... A bad copy like Asian can do! A French village, with a Vietnamese hotel and a Russian restaurant!... So typical French, right? Do you really need to spend USD100 for 2 people to go there and have nothing else to do than to visit a poor level wax museum?... I really don't think so! One more failure in the local tourism industry!",
?곸뼱,Sep-15,1,"Wow this sucks They are still doing construction, the only good thing is the cable car ride.  The bad things  Staffs unable to comprehend service. (Waited in line to buy a soda, but constantly go cut in front of by locals and staff did nothing until i had to yell)  People just taking pictures of nothing blocking pathways.  Most rides are not runing.  Experience 2 out of 10 (due to cable car ride)",
?곸뼱,Sep-15,2,"good views; bizarre experience This is a novelty trip build around a cable car ride.  The positive: the ride is smooth, the car stations clean and the views are nice. Not spectacular but green and pleasant. The set-up is expensive but efficient - but be aware the cable cars do have piped piano covers of Lionel Ritchie, Elton John etc so you have to hope the car doesn't get stuck. The not-yet-completed mock- French Norman village at the summit is not good though. The presumably unintended irony is that the eateries are not French but Balkan, U.S. (Terrible pizza or burger - ""gourmet combo"") or Asian food hall-style fast food variations.",
?곸뼱,Aug-15,1,"A day from hell Please do not visit here if the weather is forecast to be bad. We got caught on the cable car in the eye of a thunder and lightning storm yesterday. It rates at the most horrific day of our lives. The children have not recovered emotionally and keep getting upset. The lightning was metres from our car, the thunder deafening. The car rocked. There was no way up or down, the forest floor was 150 metres below us. No announcements were made to reassure us. Of the 4 other people in the car, 2 were sick. It took an hour to get through it...it was a sustained horrific experience that will leave scars. However if no storm is forecast I would have rated it a 3",
?곸뼱,Jun-15,2,Pricey and limited After our long ride to get here we were flabbergasted at how expensive it was. The theme park was very limited with long queues to see or do anything. The scenery on the cablecar ride up/down was very nice. Vietnam's answer to Disneyland it is not.,
?곸뼱,Jul-15,2,"Do not waste your money We went here as a family of 4 (2 adults and 2 kids aged 4 years and 18 months).  The cable car ride was nice, nothing anymore special than any other cable car I've been on - just that the ride went a little longer. The kids enjoyed the amusement park - I thought it was rubbish. Quite a few rides/amusements weren't operating. The play area for little kids needs cleaner flooring, it just felt disgusting,  We had the buffet lunch and the poor belly was very nice, the rest was as you'd expect at a buffet. We had a number of people filming us with their phones whilst we ate....which was just weird.  The toilets were very clean which is always a bonus when you have little kids.  We didn't go to the wax museum as we couldn't be bothered paying extra to go in.  We didn't go to the gardens either.  Overall the husband and kids gave it a 6/10.  I'd give it a 2/10 - 1 point for the pork belly and another for the clean toilets.",
?곸뼱,Jul-15,2,Not worth it! In went there with my two teenage kids and this place was quite disappointing. Very limited attractions and a lot of noise everywhere (even inside the cable car so we could not enjoy the jungle sounds from the forrest). Might be ok for small kids but still very limited attractions (3-5 maybe). This place has more restaurants than attractions. For Europeans like us we were not impressed by the French looking buildings - it looked very fake. The only thing we enjoyed was the view towards the ocean and the cable car trip over the forrest/mountains. But clearly not worth 550.000 VND/person. We rather prefer the French Alps or Euro Disney.,
?곸뼱,Jul-15,1,"Utterly horrible Full of chinese people who don't understand the concept of queueing. There were no bananas, very disappointing. Also the tigers were not on display.",
?곸뼱,Jul-15,1,"Avoid for now I will advise to hold off on this for now due to the absolute mess of the ticketing and admittance process. Pushing, shoving, screaming, crying, people cutting in line, hot, long wait and no order. You're better off going to the beach. Wait for others to comment on improved admittance before trying this, esp if you don't speak Vietnamese. I had a Vietnamese speaker with me and it was still complete chaos understanding what was going on.",
?곸뼱,Jul-15,1,"What a letdown The wait to enter the cable car took around 75 minutes due to the pressure of the crowd and the inability of the organisers to keep thiings moving. Once at the top, we enjoyed our stay immensely until a storm that stopped the cable cars revealed a complete lack of organisational and communicative skills of the resort staff. No information was made available to our tour guide and the line did not move for more than 90 minutes although the Vietnamese, in typical Vietnamese fashion refused to stop pressing forward. The whole thing would have been extremely dangerous in the event that an emergency had caused crowd panic. It was an extremely disappointing end to what had been a lovely stay at the top. Moral of the story is to check the weather before you go to Ba Na Hills.",
?곸뼱,Jul-15,2,"Tacky overcrowded tourist trap with a few merits Let me call this as it is: Ba Na hills is a tacky tourist trap designed to siphon tourist dollars. And yet these two demographic groups of tourist will still come in huge numbers: (1) Chinese tourists who just want to take selfies or tour group photos in front of artificial creations. (2) Middle and upper class locals trying to escape the summer heat.  It was terribly crowded when we were there with thousands everywhere trying to get into the cable car. It did not help that many Vietnamese children think there's nothing wrong with pushing others or stepping on other's toes with their parents not reprimanding them.  While the cable car ride was long, the scenery is not as special as in countries like China. The buffet there was the worst I had eaten in my life. The wax museum looks like it was made by high school kids. The temple looked tacky and another sign of religious serenity was absent. The gardens were full of fake structures and the theme park was noisy.  It was not a total loss though. The Cathedral was really beautiful and I liked the 3D, 4D, 5D shows.  For the tourists looking for authenticity and the real Vietnam, skip this. If you like joining noisy tour groups, then this is for you.",
?곸뼱,Jul-15,2,"queuing and queuing on tour the good location assume park on the peak of mountain in 1500m high. weather is cool in the day. but it's not four seasons a day like announcement. Staff service is not good, maybe too crowded makes them nervous and had some bad respond to customers. no smile, no warmly, no tender.. and so on. Big problem is the transportation system. the ability of transportation now can't serve for capacity of assume park. the investigation of transportation not enough for capacity, that's the reason why queuing is the bad impressed when spending time here and make alot of waste time. Game center is big and it's only attraction for customers. nothing more. buffet noon quite so so, not delicious, some guests smoke in the inside restaurant and no staff warning! it's terrible. in trust, I never come back until the transportation in assume improving.",
?곸뼱,Jun-15,1,"10% Disneyland; 90% Disappointing Had we known that it costs 550,000 VND (~US$25) PER PERSON and then waiting in the queue for 45 minutes just to get onthe gondola to the almost-top (false summit)--the only way in--we might've done something else that day.  Upon arrival at the almost-top, we endured a pushy me-first queue for another 25 minutes to ride to the summit. There we found a faux-Disney ""French chateau"" whose bowels hold two floors of arcade games and a couple ""thrill"" rides.  The incline railroad to the Temple costs a bit and is probably the only individual feature in the whole shebang worth it's cost.  Your day is better spent locked in your hotel room... or almost anywhere else.",
?곸뼱,Jun-15,2,"Long queue, no map, confusing schedule I believe it had to do with Vietnamese children having school holiday when we were there. The queue was super long even on a weekday. I think we queued for 1.5 hours before we got into the cable car. In the summer heat it was very uncomfortable. The cable car schedule in the official website is difficult to understand. There seems to be a few stations. According to the website, there's also a Suoi Mo to Ba Na route but following the queue, all we did was the cable car ride from Toc Tien Station (at the end of a few escalator rides) to Indochine Station. One way lasted 15 minutes. After visiting, I'm still none the wiser about whether there's indeed a Bana Station, or whether we had missed anything. A map and a time table given with the purchase of the ticket will be useful.  We happened to be directed to an open-air cable car. It was great because as we ascended we could feel the cooler air. The amusement park looked popular but we felt that the whole place was too hot and noisy. We took the enclosed cable car on the way down. It felt rather hot inside and the reflections on the plastic walls made taking photos difficult.",
?곸뼱,Jun-15,2,"Disappointing! Why indeed? While I understand the French colonist built something here, why rebuild what's already destroyed?  The cable car ride is nice.... Do note there's 2 lines... Take the with the glass bottom... It's quite scenic rides with views for waterfalls, streams....  Once on top, it's just expensive restaurants, cafes... Can skip.... The nice cool air is however spoilt by many smokers.... Just like in all typical Asian countries, many are puffing furiously to improve tobacco companies' already fat profits.  Skip if you have limited time in Hoi An and Danang...",
?곸뼱,Jun-15,1,"Bana Hills Morin Restaurant tried to cheat customer Dear travellers, while i am writing this review , i am still in Bana Hills living in the french Village in the 4 star hotel on 19 June 2015. I am sharing a very bad experience that i just had and would like to share so that those who would like to visit bana hills would think twice. I have had dinner at this Morin Restaurant and have ordered a set menu with the Beijing Roast duck. However , when it was serve, the meat looks alot like chicken and Both me and my wife ask the waitress if it was really chicken. The waitress who has served the same menu for many times replied that it was indeed chicken and confirm with us the second time. I believe most of us can taste the difference between a chicken and a duck. When we tasted it and confirm that it was chicken, the waitress kept refuting that it was chicken. We demanded that she check with the kitchen and when she check and came back and tell us indeed it was chicken. We had complained to the manager Nguyen Cuu Tien of the restaurant and all they can say is the staff lack training. I am not sure if everything was planned out to cheat foreigner customers.  If both my wife has not persisted on our judgement , we would have been cheated. I hereby urge all travellers to thinktwice staying in Bana Hills and eating out at the restaurants there. The whole resort including hotels and restaurants belongs to the same owner.",
